"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000219507",-1.73287636391052,0.806251319674071,-6.90840163468655,4.29961322167632e-10,5.41330011631689e-08,12.6752988707483
"ENSG00000015413",-4.67189856084115,1.64500846805681,-6.90755040883014,4.31721970722078e-10,5.41330011631689e-08,12.671323260108
"ENSG00000184434",-3.66330493059893,1.72918862584215,-6.90199951174737,4.4337962576758e-10,5.52788586830569e-08,12.6454022842581
"ENSG00000155850",-2.44943276938846,2.29784529469601,-6.88850250921307,4.73041616198518e-10,5.86437976510965e-08,12.5824061430495
"ENSG00000163959",-4.23318639854261,2.55535443722405,-6.86831181384929,5.21118915462228e-10,6.4241080685324e-08,12.4882494406593
"ENSG00000183049",-2.04802669130399,0.760847167892763,-6.8501718160015,5.68420813433527e-10,6.92936550509549e-08,12.4037400768454
"ENSG00000187098",2.33058213659713,3.03814045891335,6.84741515070556,5.75971816814391e-10,6.98262407533601e-08,12.3909045329784
"ENSG00000268756",-1.94322661975511,0.521519753148175,-6.81637817751358,6.68152629603291e-10,8.01162467288798e-08,12.246519413096
"ENSG00000103942",3.45507041436626,4.29714569454514,6.8069207011218,6.99040878984065e-10,8.24680322986416e-08,12.2025702175507
"ENSG00000127129",-2.34818350971969,0.926975611631942,-6.80536681220755,7.0424933664758e-10,8.26381988987051e-08,12.1953513737844
"ENSG00000131482",-2.47280912577348,0.389204426509485,-6.79823062592356,7.28666480578569e-10,8.50485562943379e-08,12.1622067919973
"ENSG00000189377",5.6321683081536,6.34364962661439,6.78237550458399,7.85955030176449e-10,9.1249794852708e-08,12.0886120470102
"ENSG00000185339",-2.37351625107749,3.38266804606231,-6.7193928368406,1.06097709936447e-09,1.218901596406e-07,11.7968946792882
"ENSG00000178695",2.67890922220372,3.64406181751758,6.71189203618018,1.09950404866534e-09,1.25658423645123e-07,11.7622210258986
"ENSG00000174469",-1.40378224570929,0.536988019515575,-6.70562327441661,1.13276181186652e-09,1.28788561853819e-07,11.7332538757912
"ENSG00000236935",-1.07080694535909,0.274205391030979,-6.69088627751883,1.21491605249828e-09,1.37417025463761e-07,11.665196444025
"ENSG00000106701",-1.26709234347112,1.63909141600959,-6.66570392545129,1.36915313362154e-09,1.53282281689068e-07,11.549032886672
"ENSG00000260878",-1.08654348374758,0.247123585351955,-6.65978740625207,1.4081116957173e-09,1.56843629132613e-07,11.5217649097507
"ENSG00000150054",-1.26815467277454,3.39778073577896,-6.64987205378393,1.47587368663882e-09,1.63561092454119e-07,11.476088022839
